source_dataset,subject_id_candidate,audited_subject_id,identity,identity_audit_status,known_downstream_overlap,excluded,exclusion_reason,audit_method,audit_evidence,audit_notes,audit_scope
CMU,CMU::05,05,CMU::05,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::06,06,CMU::06,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::07,07,CMU::07,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::08,08,CMU::08,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::09,09,CMU::09,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::10,10,CMU::10,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::102,102,CMU::102,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::103,103,CMU::103,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::105,105,CMU::105,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::106,106,CMU::106,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::107,107,CMU::107,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::108,108,CMU::108,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::11,11,CMU::11,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::111,111,CMU::111,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::113,113,CMU::113,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::114,114,CMU::114,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::115,115,CMU::115,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::118,118,CMU::118,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::12,12,CMU::12,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::120,120,CMU::120,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::122,122,CMU::122,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::123,123,CMU::123,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::124,124,CMU::124,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::125,125,CMU::125,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::126,126,CMU::126,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::127,127,CMU::127,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::128,128,CMU::128,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::13,13,CMU::13,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::131,131,CMU::131,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::132,132,CMU::132,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::133,133,CMU::133,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::135,135,CMU::135,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::136,136,CMU::136,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::137,137,CMU::137,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::138,138,CMU::138,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::139,139,CMU::139,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::140,140,CMU::140,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::141,141,CMU::141,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::142,142,CMU::142,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::143,143,CMU::143,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::144,144,CMU::144,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::15,15,CMU::15,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::16,16,CMU::16,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::17,17,CMU::17,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::18_19_Justin,18_19_Justin,CMU::18_19_Justin,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::18_19_rory,18_19_rory,CMU::18_19_rory,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::20_21_Justin1,20_21_Justin1,CMU::20_21_Justin1,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::20_21_rory1,20_21_rory1,CMU::20_21_rory1,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::22_23_Rory,22_23_Rory,CMU::22_23_Rory,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::22_23_justin,22_23_justin,CMU::22_23_justin,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::24,24,CMU::24,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::25,25,CMU::25,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
